,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,language,question,answer_number
1386,1636,1886,2136,2136,2136,Telugu,ప్రపంచంలో 27 యూనికార్న్‌లు ఉన్నాయి. వాటిలో మూడింట ఒకవంతు స్కాటిష్ హైల్యాండ్స్‌లో ఉన్నాయి. స్కాటిష్ యూనికార్న్‌ల్లో మూడింట రెండువంతులు ఆడవి. ఎన్ని ఆడ స్కాటిష్ యూనికార్న్‌లు ఉన్నాయి?,6
1387,1637,1887,2137,2137,2137,Telugu,"రోరే 2 సబ్‌లను ఒక్కొక్కటి $7.50లకు, 2 బ్యాగ్‌ల చిప్స్‌ని ఒక్కొక్కటి $1.50కు మరియు 2 కుక్కీలను ఒక్కొక్కటి $1.00లకు డెలివరీ చేయడానికి ఆర్డర్ చేసింది. చెక్‌అవుట్ వద్ద డెలివరీ ఫీజు 20% జోడించబడింది మరియు ఆమె $5.00ని టిప్‌గా జోడించాలని కోరుకుంది. ఆమె డెలివరీ ఆర్డర్ ఖరీదు ఎంత?",29
1388,1638,1888,2138,2138,2138,Telugu,"మార్క్ నిన్న 75 ప్రశ్నలు ఉన్న ఒక పరీక్షను రాశాడు. అతడు ప్రతి గంటకు 5 ప్రశ్నలు చొప్పున పరీక్షని పూర్తి చేశాడు. ఇవాళ, అతడు అదే వేగంతో 100 ప్రశ్నలు ఉన్న మరో టెస్ట్‌ని తీసుకున్నాడు. మార్క్‌కు మొదటి పరీక్షను పూర్తి చేయడానికి 8 గంటలు, రెండో దానిని పూర్తి చేయడానికి 6 గంటలు ఉన్నట్లయితే, అతడు ఎన్ని ప్రశ్నలను పూర్తి చేయకుండా విడిచిపెట్టాడు?",105
1389,1639,1889,2139,2139,2139,Telugu,"క్యాండీ మెషిన్‌లో, నీలం రంగు గమ్‌బాల్స్‌తో పోలిస్తే గులాబీ రంగు గమ్‌బాల్స్ సంఖ్య నాలుగు రెట్లు కంటే 22 ఎక్కువ. 12 నీలం గమ్‌బాల్స్ ఉన్నట్లయితే, గులాబీ రంగువి ఎన్ని ఉన్నాయి?",70
1390,1640,1890,2140,2140,2140,Telugu,"అద్దెకు లభించే 20 కార్లలో, 12 ఆటోమేటిక్ కార్లు, 4 మాన్యువల్ కార్లు మరియు మిగిలినవి సెమీ-ఆటోమేటిక్ కార్లు. ఎంత శాతం కార్లు సెమీ-ఆటోమేటిక్ కార్లు?",20
1391,1641,1891,2141,2141,2141,Telugu,ఒక తేనెతుట్టెలో 700 తేనెటీగలు ఉన్నాయి. పిల్ల తేనెటీగల కంటే కూలీ తేనెటీగలు రెండు రెట్లు ఎక్కువగా ఉన్నాయి. రాణీ ఈగలు కంటే పిల్ల తేనెటీగల సంఖ్య రెట్టింపు. ఎన్ని కూలీ తేనెటీగలు ఉన్నాయి?,400
1392,1642,1892,2142,2142,2142,Telugu,"జోర్డాన్ ప్రతిరోజూ 2 గంటలపాటు వీడియో గేమ్‌లు ఆడతాడు. అతడికి పార్ట్-టైమ్ ఉద్యోగం కూడా ఉంది, అందులో అతడు గంటకు $10 సంపాదిస్తాడు. జోర్డాన్ తన వీడియో గేమ్ ఆడటానికి గడిపే సమయానికి బదులుగా పని చేసినట్లయితే ఒకవారంలో ఎంత సంపాదిస్తాడు?",140
1393,1643,1893,2143,2143,2143,Telugu,"జాన్ 2 డాలర్లకు పాలను, 3 డాలర్లకు గుడ్లను, 3 డాలర్లకు లైట్ బల్బ్‌లను, 3 డాలర్లకు కప్పులను, 4 డాలర్లకు రోచ్ ట్రాప్‌లను కొనుగోలు చేస్తాడు. అన్ని ఆహారేతర వస్తువులపై 10% పన్ను విధిస్తే, అన్నింటికి ఎంత ఖర్చు అవుతుంది.",16
1394,1644,1894,2144,2144,2144,Telugu,"కిమ్ తన స్వంత హౌస్‌కీపింగ్ వ్యాపారం ప్రారంభించాడు, తన క్లయింట్‌ల నుంచి ఎంత లాభం వస్తుందని లెక్కిస్తున్నాడు. అతడికి ఇప్పటికే 3 క్లయింట్‌లు ఉన్నారు, కానీ మరో 5 సంభావ్య క్లయింట్‌లతో మాట్లాడుతున్నాడు మరియు తన లెక్కింపుల్లోనికి వారు చేర్చుకోవచ్చనే నమ్మకం కలిగింది. ప్రతి క్లయింట్ ఇంటికి 2 బాటిల్స్ బ్లీచ్ మరియు శుభ్రం చేయడానికి వస్త్రాల ప్యాక్ కావాలి. ఒక్కొక్క బ్లీచ్ బాటిల్స్ ఖరీదు $2 మరియు ఒక్కొక్క వస్త్రాల ప్యాక్ ఖరీదు $5. ఇవి అతడి ఖర్చులు మాత్రమే. ప్రతివారం తన మొత్తం ఆదాయం $92గా ఉంటుందని అతడు లెక్కించాడు. లాభం అనేది మొత్తం ఆదాయం మరియు మొత్తం ఖర్చుల మధ్య తేడా, అయితే ప్రతి వారం కిమ్ మొత్తం ఎన్ని డాలర్ల లాభాన్ని పొందుతాడు?",20
1395,1645,1895,2145,2145,2145,Telugu,జాన్‌కు 10 హెక్టార్‌ల పైనాపిల్ తోట ఉంది. ప్రతి హెక్టార్‌కు 100 పైనాపిల్స్‌ ఉన్నాయి. జాన్ ప్రతి 3 నెలలకు తన పైనాపిల్స్‌ పంటను కోయగలడు. ఒక సంవత్సరంలో జాన్ ఎన్ని పైనాపిల్స్‌ పంటను కోస్తాడు?,4000
1396,1646,1896,2146,2146,2146,Telugu,"జానీ తన రూమ్‌లో నేలపై ఉన్న బొమ్మలను ఏరుతున్నాడు. అతడు 500 పీస్‌లున్న లెగో బాక్స్ సెట్‌ని, 500 పీస్‌ల దానికంటే 3 రెట్లు ఎక్కువ పీస్‌లు మరో దానిని, 1/4 వంతు పీస్‌లున్న మరోదానిని నేలపై పోశాడు. అతడు అన్ని లెగోలను ఏరినట్లయితే, జానీ ఎన్ని బ్లాక్‌లను నేలపై నుంచి తీయాలి?",2125
1397,1647,1897,2147,2147,2147,Telugu,"డెబ్రా ఒక్క రోజులో ఎన్ని తేనెటీగలు వచ్చి, బయటకు వస్తున్నాయనేది చూడటానికి ఒక తేనెపట్టును పరిశీలిస్తోంది. మొదటి 6 గంటల్లో 30 తేనెటీగలు తేనెపట్టు నుంచి బయటకు రావడాన్ని ఆమె చూసింది, మరియు తరువాత 6 గంటల్లో 1/2 తేనెటీగలు తిరిగి రావడాన్ని ఆమె చూసింది. తరువాత 6 గంటల్లో తేనెపట్టు నుంచి మొదటిసారి ఎన్ని తేనెటీగలు అయితే వెళ్లాయో, అన్నే రెండుసార్లు వెళ్లడాన్ని చూసింది. ఇంతకు ముందు విడిచిపెట్టి, తిరిగి రాని ప్రతి తేనెటీగ తరువాత 6 గంటల్లో తిరిగి వచ్చింది. రోజులో చివరి 6 గంటల్లో ఎన్ని తేనెటీగలు తిరిగి రావడాన్ని డెబ్రా చూసింది?",75
1398,1648,1898,2148,2148,2148,Telugu,"బ్రిట్నీ మరియు ఆమె తల్లి మ్యూజియంకు వెళ్లారు. పెద్దవారికి ప్రవేశ ఖర్చు $12 మరియు పిల్లలకు $10. బ్రిట్నీ అమ్మ 1 పిల్లల టిక్కెట్ మరియు 1 పెద్దవారి టిక్కెట్ కొరకు క్యాషియర్‌కు డబ్బు ఇచ్చింది. ఆమె $8 చిల్లరను పొందితే, ఆమె క్యాషియర్‌కు డాలర్లలో, ఎంత డబ్బు ఇచ్చింది?",30
1399,1649,1899,2149,2149,2149,Telugu,"డోర్తీతో పోలిస్తే చార్లీకి మూడు రెట్లు ఎక్కువ మంది ఫేస్‌బుక్ స్నేహితులు ఉన్నారు. డోర్తీతో పోలిస్తే జేమ్స్‌కు నాలుగు రెట్లు ఎక్కువమంది ఫేస్‌బుక్ స్నేహితులు ఉన్నారు. చార్లీకి ఫేస్‌బుక్‌లో 12 మంది స్నేహితులు ఉన్నట్లయితే, జేమ్స్‌కు ఎంతమంది ఫేస్‌బుక్ స్నేహితులు ఉన్నారు?",16
1400,1650,1900,2150,2150,2150,Telugu,"స్టీమ్ మరియు టిమ్‌లు స్కూలు నుంచి ఎవరు వేగంగా ఇంటికి చేరుకుంటారో చూడాలని నిర్ణయించుకుంటారు. టిమ్ కంటే స్టీవ్ ఇంకా దూరంగా నివసిస్తాడు, అందువల్ల అతడు తన బైక్‌ని రైడ్ చేసేందుకు అనుమతించబడింది. స్టీవ్ స్కూలు నుంచి 3 మైళ్ల దూరంలో నివసిస్తాడు మరియు నిమిషానికి 440 అడుగుల వేగంతో బైక్‌పై వెళ్లగలడు. టిమ్ స్కూలు నుంచి 2 కిలోమీటర్ల నివసిస్తాడు. టిమ్ తన స్కేట్‌బోర్డ్‌ను నిమిషానికి 264 అడుగుల వేగంతో రైడ్ చేయగలిగితే, ఓడిపోయిన వ్యక్తి తన రేస్‌ని పూర్తి చేయడానికి ముందు విజేత వారి ఇంటి వద్ద ఎంత సేపు వేచి ఉంటాడు?",4
1401,1651,1901,2151,2151,2151,Telugu,"షాన్డా తన పొరుగున ఉండే పిల్లలు నిజంగా బైక్‌లో గాలి నింపే సర్వీస్‌ని ఉపయోగించవచ్చని నిర్ణయించుకుంది. టైరుకు ఇంత అని ఛార్జ్ చేయడం అత్యుత్తమ మార్గం అని ఆమె నిర్ణయించింది. ప్రతి టైరులో గాలి నింపడానికి 25 సెంట్ల ఖర్చు అవుతుంది. మొదటి రోజున, రెండుటైర్లలో గాలి నింపుకోవడానికి 5 వ్యక్తులు సైకిల్స్‌పై వచ్చారు. 3 వ్యక్తులు వారి ట్రైసైకిల్ టైర్లు అన్నింటికి గాలిని నింపుకోవడానికి వచ్చారు. చివరిగా, ఒక వ్యక్తి వాస్తవంగా యూనిసైకిల్‌పై వచ్చాడు. ఆ రోజు ఆమె ఎన్ని డాలర్లు సంపాదించింది?",5
1402,1652,1902,2152,2152,2152,Telugu,కార్ల్ కుకీల పది ప్యాక్‌లు కొనుగోలు చేశాడు. ప్రతి కుకీ ప్యాక్‌ లోపల ఆరు కుకీలు ఉన్నాయి. ప్రతి కుకీ ఖరీదు $0.10. అతడు $10 నోటు ద్వారా చెల్లించినట్లయితే కార్ల్ ఎంత చిల్లరను పొందుతాడు?,4
1403,1653,1903,2153,2153,2153,Telugu,"డేవ్ ఒక పెద్ద ప్యాక్ ఫ్రెంచ్ ఫ్రైస్ కొనుగోలు చేసి, అతడి చేతిలో ఉన్న ప్యాక్‌ని ఆకలిగా ఉన్న సీగల్ దొంగిలించడానికి ముందు, పద్నాలుగు తిన్నాడు. సీగల్ నేలపై వాలినప్పుడు డోవ్ తిన్న ఫ్రెంచ్ ఫ్రైస్ మొత్తంలో సగాన్ని దక్కించుకుంది. తరువాత మూడు పావురాలు దానిని ఆహారం నుంచి దూరంగా పోయేలా బెదిరించాయి, ప్రతి పావురం మూడు ఫ్రైస్ తిన్నది, ఒక రకూన్ మిగిలిన ఫ్రైస్‌లో మూడింట రెండింటిని దొంగిలించింది. చివరి ఫ్రైంచ్ ఫ్రైస్‌ని చీమలు లాక్కెళ్లాయి, చివరికి ఐదు మిగిలాయి. డేవ్ ప్యాక్‌ని కొనుగోలు చేసినప్పుడు దానిలో ఎన్ని ఫ్రైంచ్ ఫ్రైస్ ఉన్నాయి?",48
1404,1654,1904,2154,2154,2154,Telugu,"సోమవారాలు, బుధవారాలు, మరియు శుక్రవారాల నాడు, కాలేజీ విద్యార్ధి కిమోకు ప్రతిరోజూ మూడు 1-గంట క్లాసులు ఉన్నాయి. మంగళవారం మరియు గురువారాల్లో, అతడికి ప్రతిరోజూ రెండు 2-గంటల క్లాసులున్నాయి. ఒక సెమిస్టర్‌లో, స్కూలులో 16 వారాలు ఉన్నాయి. ఒక సెమిస్టర్‌లో, కిమో క్లాసులకు హాజరు కావడానికి ఎన్ని గంటలు గడిపాడు?",272
1405,1655,1905,2155,2155,2155,Telugu,"బిల్ 300 రోల్స్, 120 చాక్లెట్ క్రోసెంట్స్ మరియు 60 బ్యాగ్యూటన్‌లను బేక్ చేశాడు. ప్రతి రోల్ 4 అంగుళాల పొడవు, ప్రతి క్రోసెంట్ 6 అంగుళాల పొడవు మరియు ప్రతి బ్యాగ్యూటన్ రెండు అడుగుల పొడవు ఉంటుంది. బిల్ బేక్ చేసిన మొత్తం గూడ్స్‌ని ఒకదాని పక్కన మరోదానిని ఉంచినట్లయితే, అవి అడుగుల్లో ఎంత దూరం ఉంటాయి?",280
1406,1656,1906,2156,2156,2156,Telugu,"జంతు సంరక్షకుడు జూలో ఉన్న కోతులు అన్నింటికి ఆహారాన్ని పెడతాడు. అతడు ప్రతి 2 నెలలకు స్థానికంగా ఉన్న తోట నుంచి అన్ని అరటిపండ్లు ఆర్డర్ చేస్తాడు. కోతులకు 200 అరటిపండ్లు, గొరిల్లాలకు 400 అరటిపండ్లు, మరియు బాంబూన్‌లకు 100 అరటిపండ్లు ప్రతినెలా అవసరం అయితే, 2నెలలపాటు ఉండేందుకు అతడు ఎన్ని అరటిపండ్లను ఆర్డర్ చేయాలి?",1400
1407,1657,1907,2157,2157,2157,Telugu,"బ్లేక్ మరియు కెల్లీలో 15 నిమిషాల్లో ఎవరు ఎక్కువ దూరం పరిగెత్తుతారో చూడాలనే పోటీ పెట్టుకున్నారు. 100 గజాల పొడవు ఉన్న ఒక ఫుట్‌బాల్ ఫీల్డ్‌లో దీనిని చేయాలని వారు నిర్ణయించుకున్నారు. బ్లేక్ ముందు మరియు వెనక్కి 15 సార్లు పరిగెత్తింది. కెల్లీ ముందుకు మరియు వెనక్కి ఒక్కసారి పరిగెత్తి, తరువాత 40 గజాల లైన్‌ని ముందుకు మరియు వెనక్కి పరిగెత్తడం ప్రారంభించింది. ఆమె దీనిని 34 సార్లు చేసింది. ఓడిపోయిన వారికంటే విజేత ఎంత దూరం పరిగెత్తారు?",80
1408,1658,1908,2158,2158,2158,Telugu,"రాఫెల్ కొన్ని స్కూలు సప్లైలు కొనుగోలు చేయడానికి వెళ్లాడు, అతడు ఒక్కొక్కటి $1.5 ఖరీదు చేసే 4 పెన్నులు, ఒక్కొక్కటి $4 ఖరీదు చేసే 2 నోట్‌బుక్‌లు, మరియు $20 ఖరీదు చేసే బాండ్ పేపర్ రిమ్‌ని కొనుగోలు చేశాడు. రాఫెల్ అన్నింటిపై ఎంత ఖర్చు పెట్టాడు?",34
1409,1659,1909,2159,2159,2159,Telugu,"ఫిన్ చెరువులో 11 చిరుకప్పలు ఈదడాన్ని చూశాడు. హటాత్తుగా అతడు లిల్లీ ప్యాడ్ కింద దాక్కొని ఉన్న 6 బయటకు రావడాన్ని గమనించాడు, తరువాత వాటిలో 2 ఒక రాయి కింద దాక్కున్నట్లుగా గమనించాడు. పిన్ ఇప్పుడు చెరువులో ఉన్న చిరుకప్పలను చూడవచ్చు?",15
1410,1660,1910,2160,2160,2160,Telugu,"నీటి ట్యాంక్ సోమవారం నాడు 17 అడుగుల లోతు ఉంది. మంగళవారం నాడు, ట్యాంక్‌లో మరో 7 అడుగుల ఎక్కువ నీరు ఉంది. బుధవారం నాడు, నీటి లోతు మంగళవారం నాడు ఉన్నదానితో పోలిస్తే మూడింట రెండువంతులుగా ఉంది. బుధవారం నాడు ట్యాంక్ నీటి లోతు ఎంత?",16
1411,1661,1911,2161,2161,2161,Telugu,"అనాకిన్ మరియు లాక్సిన్‌లు ఇవాళ బీచ్‌కు వెళ్లారు. అనాకిన్ 10 స్టార్‌ఫిష్, 6 సీ హార్స్‌లు, మరియు 3 క్లౌన్‌షిఫ్‌లను పట్టుకున్నాడు. అదే సమయంలో లాక్సిన్ అనాకిన్ కంటే 5 స్టార్‌ఫిష్‌లను తక్కువగా, అనాకిన్ కంటే 3 సీ హార్స్‌లను తక్కువగా, అనాకిన్ కంటే మరో 2 క్లోన్‌ఫిష్‌లను ఎక్కువగా పట్టుకున్నాడు. వారు ఎన్ని చేపలు పట్టుకోగలిగారు?",32
1412,1662,1912,2162,2162,2162,Telugu,"ఒక బ్యాగు గోళీల ఖరీదు $20 మరియు ప్రతి రెండు నెలలకు ధర వాస్తవ ధర కంటే 20% పెరుగుతుంది, 36 నెలల తరువాత ఒక బ్యాగ్ గోళీల ఖరీదు ఎంత?",92
1413,1663,1913,2163,2163,2163,Telugu,"ఒక రూమ్‌లో, వివిధరకాలైన బొమ్మలు ఉన్నాయి: 5 ఎర్ర కారులు, 3 యాక్షన్ బొమ్మలు, మరియు ఒక బొమ్మ ఉన్నాయి. బొమ్మ ఖరీదు 3 యాక్షన్ బొమ్మలంత మరియు ఒక ఎరుపు కారు ఖరీదు $4. యాక్షన్ బొమ్మ ఖరీదు $5 అయితే అన్ని బొమ్మల ఖరీదు ఎంత?",50
1414,1664,1914,2164,2164,2164,Telugu,"జాకీ తన పన్నులను తానే స్వయంగా దాఖలు చేయాలా లేదా ఒక అకౌంటెంట్‌ని నియమించుకోవాలని నిర్ణయించుకోవడానికి ప్రయత్నిస్తోంది. ఆమె స్వయంగా పన్నులు దాఖలు చేసినట్లయితే, తన ఫ్రీలాన్స్ పని 3 గంటలు తక్కువగా చేయగలదు, గంటకు $35 ఆదాయాన్ని కోల్పోతుంది. అకౌంటెంట్ $90 ఛార్జ్ చేస్తాడు. ఆమె అకౌంటెంట్‌ని నియమించుకుంటే, ఆమె వద్ద ఎంత డబ్బు ఎక్కువగా ఉంటుంది?",15
1415,1665,1915,2165,2165,2165,Telugu,"తన 30వ పుట్టినరోజు నాడు, ఎల్విరా అనేక యాక్ససరీస్‌తో ఉన్న ఒక కొత్త కంప్యూటర్‌ని బహుమతిగా ఎంచుకుంది. ఆమె వద్ద మొత్తం కుటుంబం విరాళంగా ఇచ్చిన €1500 బడ్జెట్ ఉంది, ఆమె వస్త్రాన్ని కొనుగోలు చేయడానికి కొద్దిపాటి డబ్బు ఉంచుకోగలను అని అనుకుంది. ఆమె ఒక కంప్యూటర్ స్టోరుకు వెళ్లి, స్క్రీన్, కీబోర్డు మరియు మౌస్‌తో €1090 ఖరీదు అయ్యే ఒక మెషిన్‌ని ఎంచుకుంది. ఆమె €157కు ఒక స్కానర్‌, €74 విలువ చేసే CD బర్నర్ మరియు €102 విలువ చేసే ప్రింటర్‌ని కూడా తీసుకుంది. ఆమె వద్ద వస్త్రాన్ని కొనుగోలు చేయడానికి ఎంత డబ్బు ఉంది?",77
1416,1666,1916,2166,2166,2166,Telugu,"తమ కుమార్తెను బేబీ సిట్టింగ్ చేసినప్పుడల్లా శాండ్రాకు వారి పొరుగింటి వారు 9 గుడ్లు ఉండే బాస్కెట్‌ని ఇస్తారు. స్పానిష్ ఫ్లాన్ తయారు చేయడానికి, ఆమెకు 3 గుడ్లు కావాలి. తన స్కూలు ఫండ్ రైజర్ కొరకు 15 స్పానిష్ ఫ్లాన్‌లను తయారు చేసే పనిని శాండ్రాకు అప్పగిస్తే, శాండా ఎన్నిసార్లు బేబీసిట్టింగ్ చేయాలి?",5
1417,1667,1917,2167,2167,2167,Telugu,"సేథ్ వయస్సు బ్రూక్ కంటే రెట్టింపు. 2 సంవత్సరాల్లో, వారి వయస్సుల మొత్తం 28 అవుతుంది. సేథ్ వయస్సు ఎంత?",16
1418,1668,1918,2168,2168,2168,Telugu,"జిమ్మీ వద్ద ఇథల్ వద్ద ఉన్న డబ్బుకు రెట్టింపు కంటే మరో $2 ఎక్కువగా ఉన్నాయి. ఇథల్ వద్ద $8 ఉన్నట్లయితే, జిమ్మీ వద్ద ఎంత డబ్బు ఉంది?",18
1419,1669,1919,2169,2169,2169,Telugu,పంచో రోజుకు 20 మైళ్లు నడుస్తాడు. వారాంతాల్లో మాత్రం అతడు 10 మైళ్లు నడుస్తాడు. అతడు ఒక వారంలో ఎన్ని మైళ్లు నడుస్తాడు?,120
1420,1670,1920,2170,2170,2170,Telugu,"మార్చింగ్ బ్యాండ్ కొత్త యూనిఫారాలకు ఆర్డర్ ఇస్తోంది. ప్రతి యూనిఫారం $25 విలువ చేసే టోపీతో వస్తుంది, ఒక జాకెట్ ఖరీదు టోపి కంటే మూడు రెట్లు ఎక్కువ, ప్యాంట్ ఖరీదు టోపీ మరియు జాకెట్ సగటు ఖరీదుకు సమానం. ప్రతి యూనిఫారం మొత్తం ధర ఎంత?",150
1421,1671,1921,2171,2171,2171,Telugu,"జేక్ మ్యూజియం ఆఫ్ ఎంటమాలజీలో నడుస్తున్నాడు, అతడు ఒక్కొక్కటి 8 కాళ్లతో ఉండే 80 సాలీళ్లను, ఒక్కొక్కటి 6 కాళ్లతో ఉండే 90 కీటకాలను, ఒక్కొక్కటి 10 కాళ్లతో ఉండే 3 అరుదైన మ్యూటెంట్ అకశేరుకాలను చూశాడు. జేక్ మొత్తం ఎన్ని కాళ్లను చూశాడు?",1210
1422,1672,1922,2172,2172,2172,Telugu,"ఒక ఓడలోని వంటగదిలో మొత్తం నాలుగు పక్షులు ఉన్నాయి. గ్రామీ రెడ్ కంటే శాలీ టూ మూడు సంవత్సరాల పెద్దది. శాలీ ఫోర్ కంటే గ్రానీ రెడ్ వయస్సు రెట్టింపు. శాలీ ఫోర్ మరియు శాలీ థర్టీ టూ వయస్సు ఒక్కటే, శాలీ థర్టీ టూ వయస్సు 8 సంవత్సరాలు అయితే, నాలుగు పక్షుల మొత్తం వయస్సు ఎంత?",51
1423,1673,1923,2173,2173,2173,Telugu,"జెస్సికా ప్రతినెలా తన అప్పుల కొరకు మొత్తం ఎంత చెల్లించాలనేది తెలుసుకోవడానికి ప్రయత్నిస్తోంది. ఆమె స్టూడెంట్ లోన్ కొరకు నెలకు కనీసం $300, తన క్రెడిట్ కార్డు కొరకు కనీసం నెలకు $200, తన తనఖా కొరకు కనీసం నెలకు $500 చెల్లించాలి, జెస్సికా కనీస మొత్తం కంటే 50% ఎక్కువగా చెల్లించాలని అనుకుంటే, ఆమె ఒక సంవత్సరంలో ఎంత చెల్లిస్తుంది?",18000
1424,1674,1924,2174,2174,2174,Telugu,"బిల్లీ తన పెద్ద కుటుంబం పున:కలయిక బార్బిక్యూ కొరకు బంగాళదుంపల సలాడ్ తయారు చేయడానికి బంగాళదుంపల తోలు తీసి, ముక్కలు కోస్తున్నాడు. ఇది చాలా పెద్ద కార్యక్రమం, అందువల్ల అతడు 60 బంగాళదుంపలను ఇలా చేయాల్సి ఉంది. బంగాళదుంపలు దాదాపుగా ఒకే పరిమాణంలో ఉన్నాయి, అందువల్ల ఒక్కొక్క దాని తోలు తీసి, ముక్కలు చేయడానికి సుమారుగా ఒకే సమయం పడుతుంది. బిల్లీకి బంగాళదుంప తోలు తీయడానికి ఒకటిన్నర నిమిషం, అయితే దానిని ముక్కలు చేయడానికి 5 సెకండ్లు పడుతుంది. బంగాళదుంపలను సిద్ధం చేయడం పూర్తి కావడానికి బిల్లీకి ఎంత సమయం పడుతుంది?",95
1425,1675,1925,2175,2175,2175,Telugu,"జువాన్ మరియు అతడి సోదరుడు కార్లోస్‌లు నిమ్మరసం అమ్ముతారు. తయారు చేసే ప్రతి గ్యాలెన్‌కు నిమ్మకాయల కొరకు $3 మరియు చక్కెర కొరకు $2 ఖర్చు అవుతుంది. వారు ప్రతి గ్లాస్‌ను $0.50కు విక్రయిస్తారు, ప్రతి గ్యాలెన్‌కు 20 గ్లాసులను పొందుతారు. వారు $25 లాభాన్ని పొందితే, వారు నిమ్మకాయలపై ఎంత ఖర్చు పెట్టారు?",15
1426,1676,1926,2176,2176,2176,Telugu,"240 మంది ఆసియన్‌లు ఉన్న ఒక రేసులో, 80 మంది జపనీయులు ఉన్నాయి, మిగిలిన వారు చైనీయులు. చైనీయుల టీమ్‌లో బాలుర సంఖ్య 60 అయితే, చైనీయుల టీమ్‌లో ఎంతమంది బాలికలు ఉన్నారు?",100
1427,1677,1927,2177,2177,2177,Telugu,"జెడ్ తన వేతనంలో 1/4 వంతు అద్దెపైన, 1/3 వంతు కారు ఇంధనంపైన మరియు మిగిలిన మొత్తంలో సగాన్ని తనకు ఇష్టమైన దాతృత్వ సంస్థకు విరాళంగా ఇస్తాడు. అతడు తన కుమార్తె వారం ఖర్చుల కొరకు $200, పచారీ మరియు ఇతర గృహోపకరణ వస్తువుల కొరకు $700లను తన భార్యకు ఇస్తాడు. జెడ్ ప్రతినెలా $6000 సంపాదిస్తే, ఈ మొత్తం ఖర్చులు మరియు విరాళాల తరువాత అతడి వద్ద ఇంకా ఎంత డబ్బు ఉంటుంది?",350
1428,1678,1928,2178,2178,2178,Telugu,"మోనిక్ కంటే రాణి వద్ద పది పీతలు ఎక్కువగా ఉన్నాయి, మోనిక్ వద్ద బో కంటే 4 పీతలు తక్కువగా ఉన్నాయి. బో వద్ద 40 పీతలు ఉంటే, ముగ్గురు వద్ద ఉన్న మొత్తం పీతల సంఖ్యను లెక్కించండి.",122
1429,1679,1929,2179,2179,2179,Telugu,లాయిడ్ గణితం ట్యూషన్‌ ద్వారా గంటకు $10 సంపాదిస్తాడు. అతడు మొదటి వారం 5 గంటలు మరియు రెండో వారం 8 గంటలు ట్యూషన్ చెప్పాడు. అతడు మొదటి రెండువారాలకు ఎంత సంపాదిస్తాడు?,130
1430,1680,1930,2180,2180,2180,Telugu,"సరాయ్ స్కూలులో క్లాసు ప్రతినిధి కొరకు ఇద్దరు అభ్యర్ధులు పోటీ పడుతున్నారు. విజేతకు 3/4 ఓట్లు వచ్చాయి, క్లాసులో ఓటు వేసిన మొత్తం విద్యార్ధుల సంఖ్య 80, ఓడిపోయిన అభ్యర్ధి పొందిన ఓట్లు సంఖ్యను లెక్కించండి.",20
1431,1681,1931,2181,2181,2181,Telugu,"శాండ్రా, పొరుగున ఉన్న ఒక ఫ్లోరిస్ట్, ఫ్రెడ్ అసంపూర్ణంగా ఆర్డర్ డెలివరీ చేయడంతో ఆమె అసంతృప్తిగా ఉంది. శాండ్రా వైట్ కార్నేషన్‌లతో పోలిస్తే నాలుగు రెట్లు ఎక్కువగా ఎర్ర గులాబీలను ఆర్డర్ చేసింది. ఆమె 200 గులాబీరంగు కాల్లా లిల్లీలను కూడా ఆర్డర్ చేసింది, ఇవి వైట్ కార్నేషన్‌ల సంఖ్య కంటే ఐదురెట్లు ఎక్కువ. మిస్ అయిన ఎర్రగులాబీలను సాయంత్రం 5 గంటల్లోగా డెలివరీ చేయనట్లయితే సప్లయర్‌ను మారుస్తానని శాండ్రా బెదిరించింది. శాండా వ్యాపారాన్ని నిలుపుకోవడానికి, ఫ్రెడ్ విధిగా సాయంత్రం 5 గంటల్లోపు ఎన్ని ఎర్రగులాబీలను డెలివరీ చేయాలి?",160
1432,1682,1932,2182,2182,2182,Telugu,"మార్క్ కంటే జీన్ రెండేళ్లు పెద్దవాడు. రెండు సంవత్సరాల క్రితం మార్క్ వయస్సు, జాన్ వయస్సులో సగం కంటే 5 సంవత్సరాలు ఎక్కువ. జాన్ వయస్సు 30 సంవత్సరాలు అయితే జీన్ వయస్సు ఎంత?",23
